Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.16790485,5.3502779
China,CHN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,501.05938721,535.13336182
China,CHN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.91554689,2.99503422
China,CHN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,282.67976485,299.56252019
China,CHN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,43.58293152,44.02029037
China,CHN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,218.37635363,235.56726056
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.62541389,7.70943594
Colombia,COL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,513.15869141,495.32971191
Colombia,COL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.46089888,5.54188728
Colombia,COL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,367.49579912,356.06513903
Colombia,COL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.38554382,28.11552811
Colombia,COL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,145.66288076,139.2645676
Comoros,COM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.90244007,5.17030334
Comoros,COM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,69.41635895,72.32379913
Comoros,COM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.76553828,0.83081788
Comoros,COM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,10.83967882,11.62173655
Comoros,COM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,71.24450684,66.36086273
Comoros,COM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,49.45533991,47.99469404
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.30249262,3.53626084
"Congo, Dem. Rep.",COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,18.52062225,20.57073212
"Congo, Dem. Rep.",COD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.4979623,0.55936718
"Congo, Dem. Rep.",COD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2.79260914,3.2538868
"Congo, Dem. Rep.",COD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.70477295,45.35538864
"Congo, Dem. Rep.",COD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,9.2056325,9.32993526
"Congo, Rep.",COG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.93649173,2.08331084
"Congo, Rep.",COG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,49.46409988,48.55877304
"Congo, Rep.",COG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.68406534,0.78319961
"Congo, Rep.",COG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,17.47318621,18.25517912
"Congo, Rep.",COG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,59.19979095,54.056633
"Congo, Rep.",COG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,29.28264712,26.24923767
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.29572248,7.27393246
Costa Rica,CRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,909.6730957,921.58575439
Costa Rica,CRI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.28166151,5.27621126
Costa Rica,CRI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,658.54824604,668.48040316
Costa Rica,CRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.59983826,27.46307182
Costa Rica,CRI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,251.06827693,253.09577577
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.11891103,3.29862952
Cote d'Ivoire,CIV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,72.17318726,75.08779144
Cote d'Ivoire,CIV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.90654147,0.95927447
Cote d'Ivoire,CIV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,20.97783234,21.83628109
Cote d'Ivoire,CIV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,58.65667343,55.6829567
Cote d'Ivoire,CIV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,42.33439325,41.81110112
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.78430557,6.97861767
Croatia,HRV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1014.22235107,1040.08569336
Croatia,HRV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.64517641,5.69058323
Croatia,HRV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,843.92785855,848.11836339
Croatia,HRV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,16.78622055,18.44828796
Croatia,HRV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,170.24960399,191.87798831
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.18745422,11.34020519
Cuba,CUB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,986.93731689,1031.92175293
Cuba,CUB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,9.94623375,10.12506104
Cuba,CUB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,877.43903101,921.34755722
Cuba,CUB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,11.00801563,10.5857048
Cuba,CUB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,108.64221573,109.23618403
Curacao,CUW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Curacao,CUW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Curacao,CUW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Curacao,CUW,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Curacao,CUW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Curacao,CUW,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.77018547,7.00903225
Cyprus,CYP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1981.77844238,1996.45825195
Cyprus,CYP,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.889117,3.92549944
Cyprus,CYP,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,845.70648591,1118.14242008
Cyprus,CYP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,56.95097351,43.29400635
Cyprus,CYP,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1128.64209034,864.34678893
Czech Republic,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.52479792,7.83470726
Czech Republic,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1765.58862305,1844.21777344
Czech Republic,CZE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.22329235,6.38516235
Czech Republic,CZE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1460.20850851,1503.00832964
Czech Republic,CZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,17.29622269,18.5015831
Czech Republic,CZE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,305.38011468,341.20947283
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.0707159,9.95583057
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6216.76855469,6003.32519531
Denmark,DNK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.44737244,8.29217625
Denmark,DNK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5214.66021716,5000.14855285
Denmark,DNK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,16.11943626,16.71035385
Denmark,DNK,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1002.1080247,1003.17690733
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.26254249,1.79826784
Djibouti,DJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,71.08630371,61.80943298
Djibouti,DJI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.11786342,0.96505356
Djibouti,DJI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,35.12189169,33.17048432
Djibouti,DJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,30.8210144,25.57739258
Djibouti,DJI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,21.90951819,15.80924087
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.47454262,5.46006632
Dominica,DMA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,479.09353638,440.16986084
Dominica,DMA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.29896116,3.51960874
Dominica,DMA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,318.10812798,283.73753879
Dominica,DMA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,31.79000664,34.82003021
Dominica,DMA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,152.30387135,153.26728153
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.73288918,5.929142
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,461.53515625,491.05935669
Dominican Republic,DOM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.54002523,2.66199851
Dominican Republic,DOM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,204.4886834,220.47022986
Dominican Republic,DOM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,54.7450676,54.26577377
Dominican Republic,DOM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,252.667724,266.47715055
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.86490965,7.81824684
Ecuador,ECU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,495.16958618,486.49215698
Ecuador,ECU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.92990112,4.82940865
Ecuador,ECU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,310.38333428,300.51103875
Ecuador,ECU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,37.20939255,38.12518692
Ecuador,ECU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,184.24958616,185.47603455
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.947577,4.73997355
"Egypt, Arab Rep.",EGY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,125.54537201,149.84031677
"Egypt, Arab Rep.",EGY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.42153192,1.31698537
"Egypt, Arab Rep.",EGY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,36.07154684,41.6326191
"Egypt, Arab Rep.",EGY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,70.60444641,71.15663147
"Egypt, Arab Rep.",EGY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,88.64061466,106.62132458
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.09307051,7.16578436
El Salvador,SLV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,288.51745605,300.05328369
El Salvador,SLV,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.52900553,4.54885817
El Salvador,SLV,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,184.22164337,190.47460396
El Salvador,SLV,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,35.94503403,35.87895966
El Salvador,SLV,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,103.7076972,107.65599608
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.06170225,3.13503671
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,310.58486938,254.89109802
Equatorial Guinea,GNQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.61581403,0.6663335
Equatorial Guinea,GNQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,62.46933828,54.17559345
Equatorial Guinea,GNQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,77.5333252,77.83176422
Equatorial Guinea,GNQ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,240.80675617,198.38623422
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.12821102,4.45876694
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,23.97976303,25.2679348
Eritrea,ERI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.6442942,0.78496498
Eritrea,ERI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3.74254667,4.44841462
Eritrea,ERI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.89565277,43.19562912
Eritrea,ERI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,11.72506149,10.91464285
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.68642807,6.7304492
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1552.63244629,1598.81884766
Estonia,EST,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.92211819,5.00857496
Estonia,EST,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1142.94798997,1189.78740331
Estonia,EST,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,26.36279678,25.56273651
Estonia,EST,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,409.31733128,408.70185533
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.2573719,6.78069067
Eswatini,SWZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,298.118927,264.05514526
Eswatini,SWZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.51297188,3.44011402
Eswatini,SWZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,144.30614657,133.96567474
Eswatini,SWZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.07640648,23.14836884
Eswatini,SWZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,65.81394557,61.12445428
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.30818701,3.23808599
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,24.29408836,26.74220467
Ethiopia,ETH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.77089483,0.73514652
Ethiopia,ETH,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.66116337,6.07131503
Ethiopia,ETH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,40.59890366,43.19190979
Ethiopia,ETH,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,9.86313314,11.55046904
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Faroe Islands,FRO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Faroe Islands,FRO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Faroe Islands,FRO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
